C3,,C2,,Coalescence,,Bouncing,,Separation 0,,Separation 1,,Separation 2,,Separation 3,,Separation 4,,Separation 5,,Separation 6,,Separation 7,,Separation 8,,Separation 9,,C1,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
21.942257217847768,0.9965156794425086,31.181102362204726,0.0034843205574912606,13.701893391155338,0.015525076712407104,6.546855254204345,0.43093859482466046,31.879557847192984,0.6129737319749738,31.49279902897942,0.6584825162625523,132.82360940093395,0.378428459108224,128.9560212187983,0.5312912986382948,,,114.8393243540031,0.5569629205441082,110.19821853544029,0.7144933276934178,80.61116894210241,0.7705041391242835,,,113.29228908114884,0.6234757591182611,4.459442569678785,0.005103297786224648
23.674540682414694,0.8885017421602788,35.80052493438319,0.05574912891986061,17.76286098239779,0.010857509093168183,7.9005111179518295,0.4857825143507165,43.4823223936,0.7249953548367052,33.23321371094046,0.647980489119265,126.2487094913033,0.0680352124288437,125.86195067308974,0.5172885957805784,,,112.32539203561491,0.5919696776883993,106.71738917151818,0.6736521110250784,,,,,86.7993100335195,0.7436656253136604,4.459442569678785,0.043415740279851844
27.139107611548553,0.7282229965156795,44.46194225721784,0.11149825783972123,21.43706975542667,0.02602710385569451,11.574719890980717,0.5639642719729665,53.151292848939164,0.7261622467415149,31.106040210765855,0.6421460295952164,129.34278003701183,0.029527779570123425,55.278466349113785,0.7144933276934178,,,129.1494006279051,0.7343304900751828,110.39159794454706,0.6631500838817911,,,,,128.3758829914779,0.6678176515010299,4.459442569678785,0.08811358985575013
36.3779527559055,0.5574912891986062,56.01049868766404,0.14982578397212531,24.91789911934878,0.027193995760503853,17.956240391504572,0.5569629205441082,53.34467225804595,0.4181027838717539,33.426593120047244,0.6304771105471194,,,70.3620602594429,0.7506669767425186,,,127.21560653683726,0.7705041391242835,,,,,,,,,4.459442569678785,0.12323332880824167
53.700787401574786,0.40418118466898945,72.1784776902887,0.18466898954703836,29.3656255288048,0.034195347189362346,11.961478709194289,0.5219561633998172,68.0415073501615,0.3457554857735523,34.97362839290152,0.6223088672134516,,,35.36038721111508,0.6654838676914104,,,94.92124521600441,0.7635027876954252,,,,,,,,,4.459442569678785,0.18389469608981812
79.10761154855642,0.3135888501742161,89.50131233595799,0.20557491289198604,32.07293725629975,0.05403250957112715,6.160096435990781,0.6106399481653545,53.92481048536631,0.1602196729088099,32.653075483620114,0.5826345424499216,,,35.94052543843543,0.6783196786443171,,,,,,,,,,,,,6.046744156980374,0.2669049881593436
109.71128608923884,0.26132404181184665,115.48556430446193,0.22299651567944256,29.172246119698016,0.08553859100098915,4.419681754029732,0.6269764348326903,50.250601712337414,0.11587778052604136,35.94052543843543,0.5452940014960113,,,50.05722230323063,0.6129737319749738,,,,,,,,,,,,,7.104945215181431,0.32756635544091994
143.7795275590551,0.22299651567944256,146.08923884514434,0.2369337979094076,25.30465793756234,0.09020615862022785,17.569481573291007,0.6153075157845933,58.952675122142665,0.13338115909818682,39.42135480235754,0.5639642719729665,,,47.93004880305601,0.647980489119265,,,,,,,,,,,,,9.221347331583551,0.42654016521612337
173.8057742782152,0.20209059233449467,175.5380577427821,0.24390243902439024,21.82382857364024,0.06570142861922412,17.569481573291007,0.6211419753086418,72.48923375961752,0.3609250805360785,41.54852830253216,0.5511284610200597,,,51.79763698519167,0.6818203543587462,,,,,,,,,,,,,10.808648918885133,0.4999723466622422
203.8320209973753,0.18466898954703836,201.52230971128608,0.2473867595818815,8.867408163485749,0.06336764480960477,17.76286098239779,0.6304771105471194,94.14772757957725,0.32358453958216804,41.74190771163893,0.5196223795901979,,,54.89170753090022,0.6806534624539367,,,,,,,,,,,,,14.512352622588836,0.5670191210260896
228.66141732283455,0.17421602787456447,229.2388451443569,0.25435540069686413,11.961478709194289,0.06570142861922412,18.536378618824926,0.6363115700711679,121.41422426363373,0.20922913291081735,39.227975393250745,0.5009521091132426,,,58.75929571303588,0.6806534624539367,,,,,,,,,,,,,19.803357913594127,0.6181023776842592
,,,,4.613061163136507,0.09604061814427634,16.215825709543523,0.639812245785597,,,44.06246062092035,0.44844197339680614,,,61.079848622317286,0.6386453538807874,,,,,,,,,,,,,29.856267966504177,0.6723783378835644
,,,,13.701893391155338,0.13104737528856747,22.40396680096059,0.6538149486433135,,,46.57639293930852,0.44144062196794775,,,61.079848622317286,0.5674649476873955,,,,,,,,,,,,,39.380077490313695,0.6947272626715135
,,,,15.829066891329951,0.09487372623946677,20.66355211899954,0.6141406238797836,,,49.67046348501705,0.42160345958618295,,,70.1686808503361,0.5219561633998172,,,,,,,,,,,,,54.72399283422904,0.7298470016240051
,,,,17.956240391504572,0.08203791528656001,24.53114030113521,0.6456467053096455,,,55.66522516732735,0.3877635943467016,,,74.61640725979213,0.5406264338767724,,,,,,,,,,,,,71.12610923634543,0.7585813334942255
,,,,18.7297580279317,0.10654264528756374,25.69141675577591,0.6853210300731754,,,65.72095444088009,0.3562575129168396,,,67.26798971373435,0.581467650545112,,,,,,,,,,,,,97.05203516227137,0.7841229618233102
,,,,23.177484437387726,0.1030419695731346,22.79072561917416,0.682987246263556,,,83.31848066959738,0.331752782915836,,,69.39516321390897,0.5873021100691604,,,,,,,,,,,,,115.57055368078987,0.8000864795289881
,,,,19.69665507346562,0.1240460238597092,22.79072561917416,0.6899885976924142,,,45.996254711988186,0.48344873054109716,,,66.687851486414,0.6549818405481231,,,,,,,,,,,,,137.26367537391155,0.8128572936935305
,,,,19.89003448257241,0.143883186241474,17.76286098239779,0.6911554895972238,,,47.93004880305601,0.4752804872074291,,,67.46136912284113,0.6608163000721716,,,,,,,,,,,,,157.36949547973165,0.8192427007758019
,,,,26.851693210416606,0.13804872671742552,13.315134572941773,0.7296629224559439,,,55.278466349113785,0.45310954101604495,,,65.33419562266653,0.6899885976924142,,,,,,,,,,,,,174.30071241094856,0.8288208113992086
,,,,35.1670078020083,0.1240460238597092,6.546855254204345,0.7156602195982276,,,61.65998684963763,0.44727508149199635,,,63.980539758919036,0.7016575167405112,,,,,,,,,,,,,188.05732616756234,0.8288208113992086
,,,,37.10080189307614,0.09720751004908612,7.9005111179518295,0.7611690038858059,,,49.2837046668035,0.5441271095912015,,,70.1686808503361,0.6923223815020335,,,,,,,,,,,,,204.45944256967874,0.841591625563751
,,,,38.454457756823615,0.09137305052503741,21.63044916453346,0.7459994091232798,,,51.60425757608489,0.5312912986382948,,,76.35682194175318,0.6759858948346977,,,,,,,,,,,,,222.97796108819728,0.8447843291048867
,,,,39.808113620571106,0.07386967195289196,25.111278528455557,0.7168271115030374,,,53.92481048536631,0.5289575148286754,,,74.80978666889891,0.6468135972144552,,,,,,,,,,,,,,
,,,,37.4875607112897,0.06453453671441456,26.65831380130983,0.7308298143607537,,,53.92481048536631,0.5662980557825859,,,82.93172185138383,0.5312912986382948,,,,,,,,,,,,,,
,,,,33.23321371094046,0.03069467147493321,47.93004880305601,0.7144933276934178,,,53.92481048536631,0.5954703534028284,,,92.4073128976162,0.5686318395922053,,,,,,,,,,,,,,
,,,,31.686178438086202,0.0026892657595003477,39.614734211464324,0.7401649495992313,,,45.416116484667825,0.5978041372124477,,,100.33586867099434,0.5686318395922053,,,,,,,,,,,,,,
,,,,35.1670078020083,0.022526428141265153,40.38825184789145,0.7495000848377089,,,46.189634121094954,0.6024717048316865,,,85.445654169772,0.6223088672134516,,,,,,,,,,,,,,
,,,,42.515425348066074,0.0516987257615078,35.94052543843543,0.7635027876954252,,,42.32204593895929,0.6059723805461157,,,91.2470364429755,0.6468135972144552,,,,,,,,,,,,,,
,,,,42.70880475717286,0.08903926671541829,34.58686957468795,0.776338598648332,,,45.416116484667825,0.6153075157845933,,,97.82193635260613,0.6724852191202686,,,,,,,,,,,,,,
,,,,47.34991057573566,0.07970413147694044,34.97362839290152,0.7810061662675709,,,41.16176948431858,0.7051581924549403,,,117.35325667239128,0.3247514314869777,,,,,,,,,,,,,,
,,,,51.21749875787134,0.08320480719136958,36.133904847542226,0.7915081934108581,,,42.515425348066074,0.6619831919769813,,,151.19465326607838,0.11004332100199288,,,,,,,,,,,,,,
,,,,52.57115462161882,0.08087102338175023,30.912660801659072,0.8031771124589552,,,43.86908121181355,0.6328108943567389,,,38.26107834771683,0.6059723805461157,,,,,,,,,,,,,,
,,,,43.67570180270677,0.11587778052604136,30.525901983445493,0.7611690038858059,,,50.443981121444196,0.6351446781663582,,,42.515425348066074,0.5943034614980187,,,,,,,,,,,,,,
,,,,45.02935766645426,0.13571494290780617,73.64951021425821,0.7576683281713767,,,55.08508694000699,0.6316440024519291,,,,,,,,,,,,,,,,,,
,,,,47.15653116662887,0.1403825105270451,49.67046348501705,0.7401649495992313,,,60.112951576783374,0.6188081914990223,,,,,,,,,,,,,,,,,,
,,,,50.250601712337414,0.13571494290780617,49.090325257696705,0.7635027876954252,,,59.53281334946301,0.6059723805461157,,,,,,,,,,,,,,,,,,
,,,,57.01888103107483,0.10654264528756374,89.89338057922802,0.8136791396022425,,,58.75929571303588,0.5954703534028284,,,,,,,,,,,,,,,,,,
,,,,55.85860457643413,0.13221426719337726,129.53615944611863,0.8591879238898208,,,67.46136912284113,0.5931365695932089,,,,,,,,,,,,,,,,,,
,,,,60.8864692132105,0.10187507766832482,137.46471521949678,0.8813588700812052,,,42.70880475717286,0.7343304900751828,,,,,,,,,,,,,,,,,,
,,,,63.980539758919036,0.11821156433566071,176.14059704085344,0.8790250862715857,,,45.996254711988186,0.7506669767425186,,,,,,,,,,,,,,,,,,
,,,,62.24012507695798,0.1392156186222353,132.2434711736136,0.8871933296052537,,,46.9631517575221,0.7576683281713767,,,,,,,,,,,,,,,,,,
,,,,58.37253689482232,0.1543852133847614,92.4073128976162,0.8603548157946306,,,47.93004880305601,0.7378311657896119,,,,,,,,,,,,,,,,,,
,,,,59.53281334946301,0.1543852133847614,23.56424325560129,0.7506669767425186,,,55.08508694000699,0.7448325172184702,,,,,,,,,,,,,,,,,,
,,,,4.226302344922942,0.18355751100500406,22.984105028280943,0.7588352200761865,,,61.27322803142407,0.7541676524569477,,,,,,,,,,,,,,,,,,
,,,,6.353475845097563,0.16605413243285838,21.050310937213105,0.7611690038858059,,,60.30633098589014,0.7156602195982276,,,,,,,,,,,,,,,,,,
,,,,14.475411027582467,0.16372034862323903,17.956240391504572,0.7693372472194738,,,58.5659163039291,0.6584825162625523,,,,,,,,,,,,,,,,,,
,,,,16.215825709543523,0.17305548386171665,18.536378618824926,0.8171798153166716,,,46.9631517575221,0.6643169757866008,,,,,,,,,,,,,,,,,,
,,,,16.989343345970653,0.16955480814728752,23.951002073814855,0.7821730581723806,,,50.443981121444196,0.6818203543587462,,,,,,,,,,,,,,,,,,
,,,,25.111278528455557,0.17772305148095546,25.49803734666913,0.7751717067435223,,,63.01364271338511,0.6689845434058396,,,,,,,,,,,,,,,,,,
,,,,22.984105028280943,0.20572845719638833,42.32204593895929,0.796175761030097,,,57.79239866750197,0.6818203543587462,,,,,,,,,,,,,,,,,,
,,,,21.050310937213105,0.22673251148296292,41.16176948431858,0.8626885996042499,,,74.80978666889891,0.6818203543587462,,,,,,,,,,,,,,,,,,
,,,,18.7297580279317,0.22673251148296292,35.94052543843543,0.8580210319850111,,,81.77144539674312,0.6934892734068432,,,,,,,,,,,,,,,,,,
,,,,14.282031618475685,0.23956832243586956,28.978866710591234,0.8603548157946306,,,89.11986294280088,0.7039913005501306,,,,,,,,,,,,,,,,,,
,,,,11.961478709194289,0.21623048433967562,21.63044916453346,0.9537061681794066,,,88.9264835336941,0.682987246263556,,,,,,,,,,,,,,,,,,
,,,,11.7680993000875,0.2699075119609219,54.89170753090022,0.8615217076994401,,,92.98745112493656,0.6818203543587462,,,,,,,,,,,,,,,,,,
,,,,12.154858118301064,0.3224176476773585,58.5659163039291,0.8218473829359103,,,84.86551594245167,0.6549818405481231,,,,,,,,,,,,,,,,,,
,,,,10.221064027233233,0.3772615672034142,63.787160349812254,0.8241811667455298,,,72.68261316872429,0.6129737319749738,,,,,,,,,,,,,,,,,,
,,,,10.607822845446798,0.3819291348226531,64.36729857713262,0.8288487343647686,,,67.46136912284113,0.6071392724509255,,,,,,,,,,,,,,,,,,
,,,,19.116516846145267,0.253571025293586,66.687851486414,0.8440183291272947,,,74.42302785068534,0.6118068400701642,,,,,,,,,,,,,,,,,,
,,,,24.724519710241992,0.2372345386262502,66.687851486414,0.8766913024619662,,,70.55543966854968,0.5592967043537277,,,,,,,,,,,,,,,,,,
,,,,25.111278528455557,0.22439872767334357,60.30633098589014,0.8720237348427275,,,61.85336625874443,0.5079534605421008,,,,,,,,,,,,,,,,,,
,,,,28.592107892377655,0.20572845719638833,88.9264835336941,0.8953615729389215,,,58.5659163039291,0.49978521720843294,,,,,,,,,,,,,,,,,,
,,,,30.13914316523193,0.1963933219579106,97.2417981252858,0.8848595457956342,,,63.787160349812254,0.479948054826668,,,,,,,,,,,,,,,,,,
